,Year,Genre,Region,Sales
686,2004-01-01,Puzzle,North America,0.52
687,1999-01-01,Racing,North America,1.58
688,1995-01-01,Role-Playing,North America,0.28
689,1998-01-01,Sports,North America,1.65
690,2013-01-01,Action,North America,1.24
691,2012-01-01,Action,North America,0.95
692,2008-01-01,Role-Playing,North America,0.95
693,2011-01-01,Action,North America,1.08
694,1997-01-01,Action,North America,0.91
695,2013-01-01,Action,North America,1.23
696,2004-01-01,Racing,North America,1.38
697,2009-01-01,Sports,North America,0.3
698,2014-01-01,Misc,North America,1.11
699,2015-01-01,Action,North America,0.0
700,1983-01-01,Platform,North America,0.51
701,2008-01-01,Sports,North America,0.38
702,2008-01-01,Action,North America,1.01
703,2012-01-01,Shooter,North America,1.05
704,1997-01-01,Racing,North America,0.07
705,2012-01-01,Role-Playing,North America,1.12
706,2009-01-01,Misc,North America,1.34
707,2006-01-01,Misc,North America,1.07
708,2002-01-01,Platform,North America,1.22
709,2001-01-01,Platform,North America,0.9
710,2007-01-01,Misc,North America,1.4
711,,Shooter,North America,1.19
712,2007-01-01,Action,North America,1.34
713,2014-01-01,Misc,North America,0.28
714,2002-01-01,Adventure,North America,0.62
715,1997-01-01,Sports,North America,1.52
716,2004-01-01,Role-Playing,North America,1.48
717,2011-01-01,Sports,North America,1.93
718,2009-01-01,Role-Playing,North America,0.67
719,2008-01-01,Fighting,North America,0.51
720,2001-01-01,Platform,North America,1.19
721,2001-01-01,Platform,North America,1.29
722,1990-01-01,Action,North America,1.74
723,2008-01-01,Action,North America,1.42
724,2009-01-01,Simulation,North America,1.09
725,2013-01-01,Platform,North America,1.27
726,2003-01-01,Action,North America,0.88
727,2009-01-01,Puzzle,North America,1.71
728,1998-01-01,Adventure,North America,1.0
729,2010-01-01,Racing,North America,1.03
730,2010-01-01,Shooter,North America,1.45
731,2013-01-01,Action,North America,1.47
732,2006-01-01,Action,North America,1.06
733,2008-01-01,Misc,North America,1.78
734,1981-01-01,Action,North America,2.06
735,2007-01-01,Misc,North America,2.01
736,2000-01-01,Platform,North America,1.11
737,1986-01-01,Sports,North America,0.15
738,2008-01-01,Platform,North America,1.28
739,2007-01-01,Puzzle,North America,1.06
740,2011-01-01,Action,North America,0.34
741,2006-01-01,Action,North America,1.17
742,2003-01-01,Role-Playing,North America,1.68
743,1992-01-01,Misc,North America,0.87
744,2000-01-01,Platform,North America,1.04
745,2012-01-01,Action,North America,0.59
746,2000-01-01,Role-Playing,North America,0.0
747,2002-01-01,Racing,North America,1.92
748,2013-01-01,Racing,North America,1.21
749,2013-01-01,Sports,North America,1.97
750,2006-01-01,Role-Playing,North America,1.29
751,2003-01-01,Role-Playing,North America,1.48
752,2010-01-01,Role-Playing,North America,1.27
753,1998-01-01,Simulation,North America,1.6
754,1984-01-01,Sports,North America,0.48
755,2001-01-01,Simulation,North America,1.23
756,2009-01-01,Sports,North America,1.51
757,2000-01-01,Shooter,North America,1.5
758,2015-01-01,Shooter,North America,0.54
759,1987-01-01,Sports,North America,0.14
760,2014-01-01,Sports,North America,0.6
761,2007-01-01,Shooter,North America,0.52
762,1996-01-01,Role-Playing,North America,0.66
763,1983-01-01,Misc,North America,0.01
764,1988-01-01,Racing,North America,1.47
765,1992-01-01,Simulation,North America,1.2
766,1981-01-01,Shooter,North America,1.99
767,2004-01-01,Simulation,North America,1.04
768,2006-01-01,Puzzle,North America,0.64
769,2003-01-01,Role-Playing,North America,0.82
770,2016-01-01,Action,North America,0.59
771,2010-01-01,Action,North America,0.93
772,2006-01-01,Role-Playing,North America,0.91
773,2010-01-01,Platform,North America,1.47
774,2001-01-01,Racing,North America,1.37
775,1989-01-01,Sports,North America,0.83
776,2011-01-01,Sports,North America,1.61
777,2009-01-01,Shooter,North America,1.2
778,2000-01-01,Sports,North America,1.68
779,2008-01-01,Sports,North America,0.11
780,2002-01-01,Racing,North America,1.68
781,2010-01-01,Sports,North America,0.9
782,,Misc,North America,1.35
783,2003-01-01,Action,North America,0.63
784,2011-01-01,Fighting,North America,1.63
785,1998-01-01,Role-Playing,North America,0.94
786,2002-01-01,Platform,North America,1.17
787,2002-01-01,Action,North America,1.54
788,2005-01-01,Racing,North America,1.77
789,2011-01-01,Shooter,North America,1.41
790,2005-01-01,Action,North America,0.99
791,1997-01-01,Sports,North America,0.0
792,2006-01-01,Action,North America,1.16
793,2003-01-01,Action,North America,1.26
794,2010-01-01,Action,North America,1.84
795,2009-01-01,Misc,North America,1.97
796,2006-01-01,Simulation,North America,0.92
797,2015-01-01,Shooter,North America,0.7
798,2010-01-01,Action,North America,0.46
799,2010-01-01,Role-Playing,North America,1.77
800,2002-01-01,Puzzle,North America,1.11
801,2008-01-01,Racing,North America,0.63
802,2007-01-01,Simulation,North America,1.36
803,2003-01-01,Misc,North America,0.97
804,2010-01-01,Action,North America,0.59
805,1998-01-01,Strategy,North America,2.04
806,1994-01-01,Strategy,North America,0.89
807,2010-01-01,Sports,North America,0.79
808,2002-01-01,Shooter,North America,1.54
809,2010-01-01,Role-Playing,North America,0.63
810,2009-01-01,Fighting,North America,1.48
811,2011-01-01,Role-Playing,North America,0.75
812,2001-01-01,Strategy,North America,1.64
813,2007-01-01,Racing,North America,1.04
814,2010-01-01,Simulation,North America,0.73
815,2010-01-01,Action,North America,1.2
816,2005-01-01,Role-Playing,North America,0.71
817,2004-01-01,Action,North America,1.15
818,1998-01-01,Racing,North America,0.68
819,2003-01-01,Fighting,North America,1.06
820,2013-01-01,Role-Playing,North America,0.89
821,2007-01-01,Racing,North America,0.73
822,2008-01-01,Misc,North America,1.23
823,2013-01-01,Sports,North America,1.43
824,2005-01-01,Role-Playing,North America,1.16
825,2002-01-01,Misc,North America,1.47
826,2013-01-01,Role-Playing,North America,0.71
827,1992-01-01,Sports,North America,1.75
828,2007-01-01,Racing,North America,0.48
829,2009-01-01,Role-Playing,North America,1.11
830,2011-01-01,Misc,North America,1.45
831,2008-01-01,Misc,North America,0.73
832,2006-01-01,Shooter,North America,1.74
833,2005-01-01,Action,North America,0.71
834,2003-01-01,Platform,North America,1.2
835,2011-01-01,Action,North America,0.58
836,2014-01-01,Sports,North America,1.53
837,1998-01-01,Sports,North America,1.25
838,2011-01-01,Misc,North America,1.47
839,2003-01-01,Sports,North America,1.57
840,2008-01-01,Action,North America,1.05
841,2005-01-01,Shooter,North America,1.81
842,2014-01-01,Sports,North America,1.76
843,2012-01-01,Racing,North America,0.82
844,2007-01-01,Puzzle,North America,0.49
845,2016-01-01,Shooter,North America,1.2
846,2013-01-01,Action,North America,0.77
847,2012-01-01,Role-Playing,North America,0.89
848,2014-01-01,Racing,North America,0.35
849,1993-01-01,Fighting,North America,0.52
850,2008-01-01,Fighting,North America,1.48
851,1997-01-01,Action,North America,0.95
852,1989-01-01,Sports,North America,0.75
853,2002-01-01,Action,North America,1.21
854,2002-01-01,Action,North America,0.75
855,1991-01-01,Simulation,North America,0.93
856,2013-01-01,Shooter,North America,1.25
857,2012-01-01,Shooter,North America,1.11
858,2014-01-01,Role-Playing,North America,0.72
859,2010-01-01,Platform,North America,0.99
860,2002-01-01,Platform,North America,0.74
861,2008-01-01,Shooter,North America,1.2
862,2003-01-01,Action,North America,0.71
863,2008-01-01,Racing,North America,1.01
864,1981-01-01,Action,North America,1.84
865,2013-01-01,Shooter,North America,1.22
866,2004-01-01,Sports,North America,0.5
867,1986-01-01,Racing,North America,1.13
868,1985-01-01,Sports,North America,0.18
869,2006-01-01,Platform,North America,0.79
870,2006-01-01,Shooter,North America,1.09
871,2014-01-01,Shooter,North America,1.3
872,2003-01-01,Racing,North America,0.74
873,2005-01-01,Action,North America,1.26
874,1994-01-01,Shooter,North America,1.09
875,2003-01-01,Sports,North America,1.69
876,2003-01-01,Fighting,North America,0.95
877,2008-01-01,Sports,North America,0.49
878,1999-01-01,Misc,North America,1.94
879,2001-01-01,Adventure,North America,0.59
880,1989-01-01,Puzzle,North America,0.96
881,2004-01-01,Fighting,North America,1.09
882,1997-01-01,Racing,North America,1.41
883,2002-01-01,Shooter,North America,1.42
884,2004-01-01,Role-Playing,North America,1.0
885,2013-01-01,Action,North America,1.15
886,2008-01-01,Misc,North America,1.1
887,1993-01-01,Fighting,North America,1.48
888,1995-01-01,Fighting,North America,0.34
889,1998-01-01,Puzzle,North America,1.06
890,2008-01-01,Fighting,North America,1.53
891,2014-01-01,Action,North America,0.56
892,2008-01-01,Sports,North America,1.51
893,2013-01-01,Action,North America,0.86
894,2001-01-01,Action,North America,0.92
895,2009-01-01,Racing,North America,0.73
896,2008-01-01,Misc,North America,0.87
897,2001-01-01,Shooter,North America,0.76
898,2003-01-01,Simulation,North America,1.03
899,2004-01-01,Racing,North America,0.94
900,1996-01-01,Misc,North America,0.26
901,2009-01-01,Misc,North America,1.06
902,2000-01-01,Misc,North America,0.72
903,2008-01-01,Action,North America,1.14
904,2008-01-01,Misc,North America,1.3
905,2015-01-01,Shooter,North America,0.77
906,2011-01-01,Action,North America,1.08
907,2001-01-01,Simulation,North America,1.03
908,2012-01-01,Shooter,North America,0.59
909,2013-01-01,Racing,North America,0.73
910,2008-01-01,Sports,North America,1.56
911,2013-01-01,Role-Playing,North America,0.21
912,2009-01-01,Platform,North America,1.05
913,1999-01-01,Role-Playing,North America,1.37
914,2004-01-01,Fighting,North America,0.92
915,1999-01-01,Sports,North America,0.25
916,2005-01-01,Shooter,North America,0.89
917,1998-01-01,Fighting,North America,1.42
918,2007-01-01,Misc,North America,0.47
919,2002-01-01,Adventure,North America,0.96
920,1998-01-01,Sports,North America,0.22
921,2001-01-01,Action,North America,0.53
922,2013-01-01,Platform,North America,0.73
923,2001-01-01,Adventure,North America,0.87
924,2005-01-01,Sports,North America,1.75
925,2004-01-01,Platform,North America,1.12
926,1999-01-01,Role-Playing,North America,0.94
927,1997-01-01,Platform,North America,1.37
928,2004-01-01,Misc,North America,0.0
929,2014-01-01,Platform,North America,0.64
930,2001-01-01,Sports,North America,0.91
931,2009-01-01,Action,North America,1.34
932,1999-01-01,Role-Playing,North America,0.62
933,2010-01-01,Action,North America,0.85
934,2013-01-01,Misc,North America,0.61
935,2004-01-01,Platform,North America,1.33
936,2007-01-01,Misc,North America,0.83
937,2004-01-01,Role-Playing,North America,1.26
938,1984-01-01,Action,North America,0.8
939,2011-01-01,Action,North America,1.05
940,2001-01-01,Racing,North America,0.0
941,2009-01-01,Role-Playing,North America,0.97
942,2005-01-01,Sports,North America,1.53
943,1998-01-01,Simulation,North America,0.83
944,2005-01-01,Misc,North America,1.31
945,2012-01-01,Role-Playing,North America,0.84
946,1996-01-01,Racing,North America,1.33
947,2015-01-01,Action,North America,0.46
948,1993-01-01,Role-Playing,North America,0.25
949,2007-01-01,Shooter,North America,1.09
950,1995-01-01,Simulation,North America,0.92
951,2014-01-01,Platform,North America,0.61
952,1994-01-01,Platform,North America,1.24
953,2001-01-01,Misc,North America,1.73
954,2001-01-01,Simulation,North America,1.81
955,2007-01-01,Shooter,North America,0.91
956,2010-01-01,Role-Playing,North America,0.22
957,2014-01-01,Action,North America,0.55
958,2003-01-01,Simulation,North America,1.05
959,2000-01-01,Racing,North America,1.1
960,2002-01-01,Fighting,North America,0.78
961,2004-01-01,Platform,North America,0.88
962,2008-01-01,Misc,North America,1.0
963,2002-01-01,Platform,North America,0.93
964,2006-01-01,Sports,North America,1.66
965,2010-01-01,Action,North America,1.41
966,1999-01-01,Sports,North America,1.0
967,2015-01-01,Shooter,North America,0.49
968,1994-01-01,Platform,North America,1.26
969,2013-01-01,Adventure,North America,0.52
970,2012-01-01,Action,North America,1.05
971,2003-01-01,Racing,North America,1.25
972,2006-01-01,Role-Playing,North America,0.23
973,2001-01-01,Action,North America,1.12
974,2004-01-01,Action,North America,0.39
975,2011-01-01,Puzzle,North America,0.32
976,2010-01-01,Action,North America,0.45
977,2012-01-01,Role-Playing,North America,0.41
978,2013-01-01,Action,North America,0.93
979,2005-01-01,Action,North America,0.85
980,2007-01-01,Misc,North America,1.16
981,2013-01-01,Misc,North America,0.31
982,2013-01-01,Sports,North America,1.59
983,1991-01-01,Role-Playing,North America,0.24
984,2000-01-01,Platform,North America,0.63
985,2001-01-01,Fighting,North America,1.19
986,2009-01-01,Fighting,North America,1.07
987,1991-01-01,Adventure,North America,0.85
988,1998-01-01,Fighting,North America,1.27
989,2004-01-01,Platform,North America,1.06
990,2001-01-01,Role-Playing,North America,0.93
991,1994-01-01,Platform,North America,1.02
992,1986-01-01,Platform,North America,0.53
993,2004-01-01,Fighting,North America,0.86
994,2002-01-01,Shooter,North America,1.23
995,2002-01-01,Action,North America,0.86
996,2013-01-01,Shooter,North America,0.72
997,2012-01-01,Action,North America,0.68
998,2007-01-01,Action,North America,1.26
999,2015-01-01,Shooter,North America,1.11
1000,2004-01-01,Simulation,North America,0.52
1001,2007-01-01,Sports,North America,0.35
1002,2001-01-01,Simulation,North America,0.61
1003,1998-01-01,Sports,North America,1.68
1004,2013-01-01,Role-Playing,North America,0.9
1005,2004-01-01,Shooter,North America,1.24
1006,2001-01-01,Sports,North America,0.06
1007,2007-01-01,Shooter,North America,1.0
1008,1991-01-01,Puzzle,North America,0.7
1009,1993-01-01,Platform,North America,0.94
1010,1993-01-01,Platform,North America,0.79
1011,2009-01-01,Simulation,North America,0.83
1012,2008-01-01,Simulation,North America,0.85
1013,2004-01-01,Misc,North America,1.25
1014,1999-01-01,Adventure,North America,0.72
1015,2002-01-01,Role-Playing,North America,0.63
1016,2011-01-01,Shooter,North America,0.83
1017,2009-01-01,Misc,North America,1.19
1018,2015-01-01,Racing,North America,0.69
1019,2010-01-01,Platform,North America,0.96
1020,1996-01-01,Racing,North America,1.69
1021,1998-01-01,Sports,North America,1.66
1022,2014-01-01,Role-Playing,North America,0.49
1023,2011-01-01,Shooter,North America,0.59
1024,2014-01-01,Shooter,North America,0.67
1025,2001-01-01,Sports,North America,0.85
1026,2016-01-01,Shooter,North America,0.64
1027,1998-01-01,Action,North America,1.48
1028,2001-01-01,Action,North America,0.94
1029,2013-01-01,Action,North America,1.15
1030,2002-01-01,Platform,North America,0.95
1031,2012-01-01,Action,North America,1.06
1032,2003-01-01,Action,North America,0.85
1033,2015-01-01,Shooter,North America,0.61
1034,2015-01-01,Role-Playing,North America,0.66
1035,2008-01-01,Shooter,North America,0.61
1036,2008-01-01,Simulation,North America,0.7
1037,2011-01-01,Shooter,North America,0.41
1038,2004-01-01,Sports,North America,1.61
1039,2003-01-01,Role-Playing,North America,0.8
1040,2010-01-01,Simulation,North America,0.59
1041,2009-01-01,Puzzle,North America,1.43
1042,1998-01-01,Platform,North America,0.99
1043,2007-01-01,Misc,North America,1.15
1044,2004-01-01,Simulation,North America,0.88
1045,2003-01-01,Racing,North America,1.09
1046,2006-01-01,Misc,North America,0.0
1047,2001-01-01,Puzzle,North America,1.25
1048,2009-01-01,Sports,North America,1.58
1049,2014-01-01,Racing,North America,0.34
1050,2009-01-01,Sports,North America,0.23
1051,2008-01-01,Sports,North America,0.99
1052,2007-01-01,Puzzle,North America,0.49
1053,2011-01-01,Platform,North America,0.62
1054,1993-01-01,Puzzle,North America,0.0
1055,2007-01-01,Action,North America,0.69
1056,2006-01-01,Sports,North America,1.41
1057,2005-01-01,Shooter,North America,1.22
1058,2014-01-01,Sports,North America,1.36
1059,2008-01-01,Action,North America,0.88
1060,2013-01-01,Action,North America,1.01
1061,1999-01-01,Misc,North America,0.94
1062,2009-01-01,Role-Playing,North America,0.96
1063,2015-01-01,Sports,North America,0.55
1064,1997-01-01,Fighting,North America,1.37
1065,1998-01-01,Fighting,North America,1.1
1066,2001-01-01,Action,North America,0.87
1067,2008-01-01,Racing,North America,0.79
1068,2002-01-01,Role-Playing,North America,1.52
1069,2010-01-01,Strategy,North America,0.98
1070,2005-01-01,Action,North America,0.98
1071,2012-01-01,Action,North America,0.8
